FID_1,aet,dtr,eto,frac,lulc,pawc,precip,wy,POINT_X,POINT_Y,POINT_Z
308,663.60236238,700.00000000,1673.89473684,0.30504484,8.21052632,0.20000000,1897.98052015,1511.92052580,797571.74538700000,9208690.88085000000,0.00000000000
309,770.04973941,688.88888889,1543.43055556,0.35161978,8.81944444,0.20055556,1924.79958767,1424.41288757,794374.98167900000,9207860.98969000000,0.00000000000
310,660.55306878,615.49295775,1596.61971831,0.30024571,8.61971831,0.20422535,1901.28295898,1539.67781432,795634.87710300000,9207378.50661000000,0.00000000000
311,794.63903328,650.00000000,1616.99074074,0.39648815,4.14814815,0.20250000,1720.85203496,1213.33940520,800408.18547400000,9207997.99575000000,0.00000000000
312,749.15252820,928.57142857,1715.56043956,0.41689160,8.19780220,0.17428572,1579.53274704,1051.59615653,802297.89028800000,9211793.03223000000,0.00000000000
313,740.92249229,1045.45454545,1740.53409091,0.39485755,8.12500000,0.16113637,1669.94624883,1139.38993974,801343.30191300000,9210646.56756000000,0.00000000000
314,761.48442526,1182.35294118,1763.05882353,0.38415568,9.45588235,0.14573529,1782.66882145,1221.86622530,799911.63296900000,9212743.34169000000,0.00000000000
315,854.27241426,1405.88235294,1775.82352941,0.41758188,9.82352941,0.12058824,1862.26000977,1191.01528751,798660.42630900000,9213453.45165000000,0.00000000000
316,760.16406612,700.00000000,1471.97777778,0.34689731,6.81481481,0.20000000,1950.62711227,1433.92858887,794858.03853000000,9209831.65555000000,0.00000000000
317,762.25574855,700.00000000,1505.81578947,0.34714525,5.82894737,0.20000000,1989.22565661,1435.39053184,792615.08016200000,9209906.88262000000,0.00000000000
318,781.43484196,970.42253521,1662.87323944,0.36293054,7.61971831,0.16957747,1975.31155095,1376.78296586,795077.10142600000,9211839.37575000000,0.00000000000
319,779.80687519,1029.41176471,1682.07843137,0.36648941,7.66666667,0.16294118,1974.96862913,1354.54401832,795404.39783400000,9213292.83037000000,0.00000000000
320,902.23430223,1446.15384615,1811.34615385,0.46393435,11.00000000,0.11192308,1782.96883921,1042.42746911,799440.81257700000,9215155.15174000000,0.00000000000
321,793.96594820,1100.00000000,1827.66666667,0.43068800,10.52380952,0.12428571,1675.78905669,1049.48981294,800653.36124700000,9215921.89829000000,0.00000000000
322,763.57859130,672.04301075,1660.84946237,0.44338499,6.65591398,0.20139785,1482.99838683,957.54287228,803615.95423800000,9210184.75830000000,0.00000000000
323,677.61186951,700.00000000,1677.51948052,0.42130356,7.23376623,0.19805195,1379.60454609,931.44416551,804744.79680100000,9210796.49700000000,0.00000000000
324,657.16984221,641.05263158,1648.80000000,0.43895934,8.54736842,0.20294737,1264.37799265,839.84765175,806112.09555500000,9210871.55069000000,0.00000000000
325,708.68144167,658.44155844,1650.42857143,0.50517422,7.64935065,0.20207792,1166.02922236,692.59573087,808467.80397100000,9209008.90078000000,0.00000000000
326,728.29933830,726.08695652,1677.17391304,0.53800461,6.58695652,0.19706522,1121.37892615,627.50755443,807936.48572900000,9212916.98704000000,0.00000000000
327,724.29381769,1500.00000000,1828.90909091,0.48164228,9.09090909,0.11000000,1279.30818870,779.63640803,805866.00280300000,9216464.49104000000,0.00000000000
328,738.70277544,1463.63636364,1813.54545455,0.47637472,9.09090909,0.11409091,1341.92273504,813.07582508,805037.38102800000,9215663.90759000000,0.00000000000
329,816.99039094,1308.69565217,1810.60869565,0.49332728,10.26086957,0.13152174,1457.18652078,839.06859025,803678.93356400000,9214502.86568000000,0.00000000000
330,778.93957841,1500.00000000,1843.84210526,0.48208532,9.57894737,0.11000000,1410.94894249,836.13315944,804071.91613200000,9216765.56050000000,0.00000000000
331,800.28081894,1500.00000000,1853.68750000,0.50742156,9.50000000,0.11000000,1355.02750397,775.75437546,804797.67723000000,9217571.44701000000,0.00000000000
332,704.58523325,1500.00000000,1854.07692308,0.45815346,8.07692308,0.11000000,1299.69154710,833.92045711,805534.08777700000,9218085.97525000000,0.00000000000
333,729.93766276,1500.00000000,1853.00000000,0.46438966,7.66666667,0.11000000,1319.51997884,842.36000570,805148.95718200000,9219209.81157000000,0.00000000000
334,719.01015663,768.75000000,1701.94531250,0.54919651,7.16406250,0.19226563,1063.66675234,594.02959490,808468.57691400000,9215226.89096000000,0.00000000000
335,767.32566295,835.29411765,1762.55882353,0.58765729,6.36764706,0.18477941,1019.73891000,540.99187514,810252.49310600000,9216648.51440000000,0.00000000000
336,761.20080392,1500.00000000,1844.57142857,0.51871286,9.48571429,0.11000000,1189.00970633,707.31517334,807439.96635300000,9218765.15911000000,0.00000000000
337,707.06660331,1340.00000000,1826.62857143,0.48387566,9.00000000,0.12800000,1218.28256487,754.14417027,806797.61157600000,9217009.53286000000,0.00000000000
338,755.72985404,1500.00000000,1853.57142857,0.49205350,8.57142857,0.11000000,1273.13500105,781.79920306,805951.27412900000,9219163.78997000000,0.00000000000
339,682.93174744,625.00000000,1891.00000000,0.43704950,7.25000000,0.14125000,1271.37876892,880.98199463,806068.87624500000,9220368.85875000000,0.00000000000
340,822.45378843,1317.39130435,1871.73913043,0.54162648,11.00000000,0.11652174,1205.52172852,699.92413065,807568.05702300000,9220182.03713000000,0.00000000000
341,773.70300028,1134.78260870,1875.08695652,0.51082657,10.78260870,0.12304348,1185.06000021,749.62348208,808086.40051200000,9220729.04100000000,0.00000000000
342,698.49882369,736.36363636,1886.81818182,0.44164632,10.77272727,0.13727273,1213.34135298,893.12854836,807907.07969300000,9222240.16258000000,0.00000000000
343,756.29483280,1045.94594595,1875.05405405,0.49388608,10.72972973,0.12621621,1173.46432248,790.88532484,809133.36069400000,9220638.73460000000,0.00000000000
344,790.57774925,950.00000000,1822.78125000,0.57689743,6.53125000,0.17187500,1041.71659851,581.32406235,811066.71178400000,9218136.57836000000,0.00000000000
345,635.10914668,359.25925926,1885.14814815,0.39080900,10.81481481,0.15074074,1210.30704300,998.78129069,808677.05558000000,9223323.84149000000,0.00000000000
346,703.90007885,940.54054054,1831.51351351,0.48922892,9.70270270,0.15405405,1073.85984266,745.76859716,810734.24685300000,9220272.39102000000,0.00000000000
347,692.65937243,1136.84210526,1837.44736842,0.47342966,9.71052632,0.14236842,1074.47626375,774.42423610,811076.10798300000,9221005.84759000000,0.00000000000
348,663.60681568,736.36363636,1773.79545455,0.48279064,10.00000000,0.19590909,981.15904236,711.56066062,812808.82216500000,9219817.14151000000,0.00000000000
349,733.92372451,1272.09302326,1863.74418605,0.47564954,10.23255814,0.11813953,1108.87930653,811.39902372,811308.77428600000,9222469.73323000000,0.00000000000
350,708.73580444,1324.00000000,1836.98000000,0.47243520,9.56000000,0.12980000,1046.92227417,792.47421875,812923.77210700000,9222167.46057000000,0.00000000000
351,690.10611740,986.27450980,1828.92156863,0.45825180,9.90196078,0.14882353,1049.43676040,823.16699937,813465.63105300000,9223229.68437000000,0.00000000000
352,751.58554170,1500.00000000,1852.24242424,0.44481930,9.78787879,0.11000000,1151.57604611,937.47793487,812979.46635700000,9224946.35520000000,0.00000000000
353,719.40397004,912.90322581,1870.87096774,0.42512987,9.25806452,0.13096774,1180.96581637,973.12252709,811405.43218500000,9224661.46870000000,0.00000000000
354,605.87986101,100.00000000,1885.21428571,0.34656425,10.10714286,0.16000000,1228.55928693,1142.32677787,810476.57804800000,9225475.87654000000,0.00000000000
355,771.76624919,1087.62886598,1768.93814433,0.43996508,9.78350515,0.15639175,1102.71608459,981.75396414,817422.35201000000,9226020.80384000000,0.00000000000
356,709.18336626,1318.18181818,1814.54545455,0.46997277,9.75000000,0.13045455,1000.92139227,802.62774936,814884.39585600000,9221794.15847000000,0.00000000000
357,752.05471159,1500.00000000,1834.36842105,0.46193524,9.42105263,0.11000000,1085.30183812,874.88274022,814139.99958500000,9223855.42787000000,0.00000000000
358,747.06060322,1500.00000000,1827.69230769,0.41856415,7.92307692,0.11000000,1178.00538048,1037.08083872,814605.85428600000,9226274.76575000000,0.00000000000
359,681.68863377,609.09090909,1859.87878788,0.36457858,10.24242424,0.14181818,1271.77332653,1188.58702134,811937.97006700000,9227402.57494000000,0.00000000000
360,850.62881034,1500.00000000,1844.23809524,0.48297338,10.04761905,0.11000000,1184.56856283,911.37171282,813484.21099700000,9225926.49085000000,0.00000000000
361,716.93167236,828.00000000,1840.88000000,0.36818692,9.00000000,0.13400000,1311.62438965,1228.32544434,811806.06538200000,9228388.08454000000,0.00000000000
362,814.34987475,1500.00000000,1825.73913043,0.42850978,9.21739130,0.11000000,1258.97782566,1084.98895794,813902.54529400000,9227735.66392000000,0.00000000000
363,654.75000000,1500.00000000,1834.50000000,0.35876276,6.00000000,0.11000000,1217.11502075,1170.32751465,813733.39986900000,9226723.96355000000,0.00000000000
364,806.95597391,1476.47058824,1810.94117647,0.44343638,10.14705882,0.11264706,1183.31499167,1015.25170001,815468.30843300000,9226793.07294000000,0.00000000000
365,770.95875244,1091.11111111,1764.71111111,0.39764702,9.75555556,0.15600000,1248.28844401,1169.36399468,815792.77814300000,9228365.41446000000,0.00000000000
366,726.49783888,700.00000000,1690.26213592,0.36325496,9.04854369,0.20000000,1226.03049032,1276.47019351,819620.56773300000,9228721.69689000000,0.00000000000
367,684.47926331,1012.50000000,1780.67187500,0.48074073,7.70312500,0.16484375,929.80278111,743.72153091,815973.00913800000,9221451.07046000000,0.00000000000
368,753.69109379,998.50746269,1765.61194030,0.54236085,7.83582090,0.16641791,868.54747897,633.81368745,817389.85256500000,9221149.01458000000,0.00000000000
369,1199.27746175,1500.00000000,1785.40000000,0.81661473,7.13333333,0.11000000,884.97019857,272.24892985,818911.77548200000,9222511.28285000000,0.00000000000
370,774.27687789,1434.69387755,1780.10204082,0.47424049,8.81632653,0.11734694,998.29922548,860.17848922,818687.01090600000,9224580.86012000000,0.00000000000
371,768.02290790,1167.69230769,1758.09230769,0.46695292,9.50769231,0.14738462,973.93757606,876.77306096,819945.34060000000,9223623.36853000000,0.00000000000
372,803.92980347,1500.00000000,1795.65000000,0.52328009,9.50000000,0.11000000,954.39030762,733.22444458,817755.88828900000,9223287.13040000000,0.00000000000
373,613.53752805,100.00000000,1903.10526316,0.33589811,10.56140351,0.16000000,1430.34351014,1213.31140137,802547.86135100000,9226693.38364000000,0.00000000000
374,616.50919508,100.00000000,1914.43478261,0.33140139,10.78260870,0.16000000,1451.65760604,1243.79891039,800846.16587600000,9227896.74032000000,0.00000000000
375,629.47243444,100.00000000,1896.29268293,0.32832968,9.90243902,0.16000000,1413.11146806,1287.43024128,803093.34052400000,9228506.14326000000,0.00000000000
376,647.13078817,129.16666667,1884.37500000,0.32965779,8.29166667,0.15916666,1406.28750102,1315.99376424,805076.05824500000,9229646.90294000000,0.00000000000
377,627.31421026,100.00000000,1890.62500000,0.32862567,9.85416667,0.16000000,1381.80375163,1282.69812012,805752.88754700000,9229459.41541000000,0.00000000000
378,625.90433988,100.00000000,1885.06818182,0.32276661,10.43181818,0.16000000,1375.33863969,1314.29568204,806291.93299200000,9228359.54338000000,0.00000000000
379,627.71200416,100.00000000,1880.19047619,0.32369764,10.04761905,0.16000000,1363.08999488,1312.29428537,808507.99598900000,9229100.83095000000,0.00000000000
380,621.07200270,100.00000000,1898.97435897,0.33277980,10.23076923,0.16000000,1328.23410269,1246.11205429,807308.23148600000,9226656.21942000000,0.00000000000
381,606.25011668,100.00000000,1900.58823529,0.33652094,10.70588235,0.16000000,1291.53941435,1195.34529024,809240.02643600000,9226575.08104000000,0.00000000000
382,602.34331787,100.00000000,1896.24000000,0.34582392,10.40000000,0.16000000,1260.03200195,1139.31599609,808906.75831800000,9225358.48384000000,0.00000000000
383,614.35685900,100.00000000,1885.07407407,0.33670237,10.25925926,0.16000000,1265.82556604,1210.39963108,810783.33439900000,9226411.86411000000,0.00000000000
384,630.47963674,100.00000000,1877.55263158,0.33007355,9.28947368,0.16000000,1329.33394583,1279.60447934,809061.41468900000,9227813.42301000000,0.00000000000
385,634.95386963,193.33333333,1848.40000000,0.32302013,9.00000000,0.15666666,1338.23799642,1330.62598470,810524.87351800000,9228480.18738000000,0.00000000000
386,660.66949463,100.00000000,1888.75000000,0.34479682,6.93750000,0.16000000,1386.89811707,1255.67750549,804493.91997600000,9228093.64857000000,0.00000000000
387,658.60357375,433.33333333,1853.09523810,0.37454186,10.28571429,0.14809524,1582.03096517,1100.06250872,801647.16919200000,9217036.59937000000,0.00000000000
388,750.32831787,1052.00000000,1854.24000000,0.44551400,9.60000000,0.12600000,1491.15399414,933.79223633,802869.88328400000,9217075.51399000000,0.00000000000
389,663.99957275,275.00000000,1853.58333333,0.40499929,7.25000000,0.15375000,1412.12499491,976.08116659,803618.55545600000,9219108.14213000000,0.00000000000
390,655.17913818,300.00000000,1845.71428571,0.39187043,8.85714286,0.15285714,1461.01571219,1015.71742902,802924.73462300000,9218336.91834000000,0.00000000000
391,712.61263104,642.85714286,1869.34693878,0.41535531,10.48979592,0.14061224,1499.54530303,998.71360935,801914.26282300000,9218526.24704000000,0.00000000000
392,810.52639713,1103.77358491,1867.41509434,0.46157460,10.33962264,0.12415094,1567.26189149,942.86086863,801094.07070300000,9219501.30650000000,0.00000000000
393,642.70134559,476.92307692,1866.19230769,0.39624688,9.07692308,0.14653846,1372.49384484,982.14684824,804176.19068300000,9219842.80169000000,0.00000000000
394,597.04236804,100.00000000,1890.21052632,0.36265405,9.94736842,0.16000000,1349.73735609,1049.90063477,804462.61047700000,9221613.07560000000,0.00000000000
395,634.37175496,100.00000000,1879.00000000,0.39572209,7.66666667,0.16000000,1333.33251953,969.05358378,804845.41288100000,9220369.00012000000,0.00000000000
396,594.14275106,216.66666667,1887.16666667,0.37182225,9.75000000,0.15583333,1306.88083903,1005.06618245,805374.48361600000,9220588.20812000000,0.00000000000
397,668.30611504,566.66666667,1890.61111111,0.42680878,9.33333333,0.14333333,1250.63056098,900.34027778,806576.50454800000,9221040.19524000000,0.00000000000
398,585.71426595,100.00000000,1896.00000000,0.35772947,10.50000000,0.16000000,1275.58766683,1052.04960327,806406.53892600000,9222224.36782000000,0.00000000000
399,598.59648477,100.00000000,1898.25806452,0.35118387,10.35483871,0.16000000,1292.98258332,1106.46867518,806265.64126400000,9224055.75905000000,0.00000000000
400,593.05710911,100.00000000,1894.48648649,0.34560068,10.72972973,0.16000000,1324.83324206,1123.59783771,805258.40797100000,9223916.91791000000,0.00000000000
401,598.68361070,100.00000000,1891.13888889,0.34172331,10.72222222,0.16000000,1353.53028022,1154.08832804,804413.63748900000,9224563.93163000000,0.00000000000
402,613.61050740,100.00000000,1880.14893617,0.35005781,9.61702128,0.16000000,1389.87830109,1139.67127763,803214.38569900000,9224446.66345000000,0.00000000000
403,602.88611395,100.00000000,1898.72727273,0.34777341,10.31818182,0.16000000,1437.31158725,1130.63455200,802188.92963800000,9223294.00559000000,0.00000000000
404,607.41744933,100.00000000,1898.89795918,0.33892390,10.59183673,0.16000000,1466.07550921,1184.95734515,800842.37709900000,9225521.06224000000,0.00000000000
405,774.51625675,1087.62886598,1704.15463918,0.36837577,7.90721649,0.15639175,1973.93309037,1334.58175691,796225.39075400000,9214832.96268000000,0.00000000000
406,876.15968175,1454.83870968,1839.83870968,0.46174897,10.67741935,0.11161290,1752.46161086,1021.33119645,799219.20455800000,9216888.74580000000,0.00000000000
407,877.72559498,1500.00000000,1855.88888889,0.47771611,10.62962963,0.11000000,1687.78815828,960.55544479,799821.01066300000,9217943.72351000000,0.00000000000
408,762.44719179,1093.54838710,1869.32258065,0.42051284,9.09677419,0.12451613,1656.37322801,1049.10612439,799382.42003700000,9220059.39667000000,0.00000000000
409,646.45150566,362.50000000,1880.31250000,0.36587757,8.62500000,0.15062500,1576.09623718,1118.64976501,800448.77522600000,9220636.38340000000,0.00000000000
410,594.90252441,100.00000000,1896.40000000,0.34736644,10.60000000,0.16000000,1455.01280273,1117.62202148,802154.00593400000,9222283.67327000000,0.00000000000
411,605.92790985,100.00000000,1903.25000000,0.34459587,10.37500000,0.16000000,1533.22001266,1152.27374649,800540.63914800000,9222403.12783000000,0.00000000000
412,607.84396471,100.00000000,1908.83928571,0.33990800,10.59821429,0.16000000,1554.70786176,1180.45481546,798732.19656000000,9224943.14727000000,0.00000000000
413,600.51266915,100.00000000,1903.09523810,0.33660791,11.00000000,0.16000000,1590.15192522,1183.51620047,799244.06284300000,9222606.66856000000,0.00000000000
414,616.72721806,100.00000000,1906.92592593,0.34259374,10.07407407,0.16000000,1632.09666160,1183.38592755,798023.84180100000,9223251.87592000000,0.00000000000
415,661.20649211,100.00000000,1894.83333333,0.36600116,6.83333333,0.16000000,1651.07332357,1145.44665527,798727.56350100000,9221343.54932000000,0.00000000000
416,696.12420428,929.62962963,1892.87037037,0.37945220,9.74074074,0.13037037,1714.93887894,1136.86835508,796556.48842700000,9222656.35927000000,0.00000000000
417,763.68464710,1500.00000000,1840.67741935,0.39719394,9.22580645,0.11000000,1806.27209473,1158.60435634,797707.50439700000,9218225.48833000000,0.00000000000
418,699.02392796,1050.00000000,1880.76785714,0.37939720,9.39285714,0.12607143,1713.79873875,1142.18478721,797729.25622100000,9220978.40987000000,0.00000000000
419,728.06143855,1049.42528736,1877.87356322,0.39129983,9.87356322,0.12609195,1810.60781755,1130.53734299,793948.24618600000,9222638.32965000000,0.00000000000
420,710.73407352,1139.39393939,1870.40909091,0.38602139,8.87878788,0.12287879,1833.13394627,1129.60697151,792215.46454500000,9223228.07498000000,0.00000000000
421,695.64170893,1010.84337349,1883.75903614,0.38762742,7.69879518,0.12746988,1823.87722521,1098.04009642,790240.56286800000,9224324.99924000000,0.00000000000
422,653.42011208,490.69767442,1897.95348837,0.37733300,9.00000000,0.14604651,1778.46906511,1076.74976296,789669.45536600000,9226263.56359000000,0.00000000000
423,759.58157188,1278.94736842,1903.21052632,0.43217842,8.89473684,0.11789474,1817.19842851,997.08290180,788083.45856400000,9224528.82173000000,0.00000000000
424,600.53445689,158.33333333,1910.54166667,0.35327433,11.00000000,0.15791666,1758.41626485,1098.72266897,788081.83243400000,9226361.21816000000,0.00000000000
425,691.92634583,100.00000000,1917.55000000,0.41532243,9.12500000,0.16000000,1737.13999939,977.64489288,786683.95130800000,9226549.81104000000,0.00000000000
426,704.73429642,905.00000000,1892.45000000,0.38260021,9.98750000,0.13125000,1745.06112213,1134.91898727,795510.92403400000,9222989.99208000000,0.00000000000
427,787.32159146,1436.36363636,1853.68181818,0.42149332,8.50000000,0.11227273,1913.24590510,1078.49013727,787004.34490600000,9220284.53507000000,0.00000000000
428,822.83587144,944.70588235,1748.31764706,0.40796109,6.49411765,0.17247059,1997.86317498,1200.55135354,789355.11463900000,9216632.52626000000,0.00000000000
429,741.32594360,812.00000000,1740.38000000,0.36198288,7.64000000,0.18740000,2013.49019775,1310.85079346,790382.13321900000,9217423.09522000000,0.00000000000
430,748.98590779,1107.54716981,1785.81132075,0.37468987,9.11320755,0.15415094,1990.91717414,1257.14153016,790009.26553500000,9219015.71891000000,0.00000000000
431,775.43985770,1420.00000000,1864.40000000,0.41387343,9.00000000,0.11285714,1917.21171526,1098.98308803,788111.74202800000,9220711.51863000000,0.00000000000
432,872.71574466,1500.00000000,1867.66197183,0.46444870,5.69014085,0.11000000,1908.75844692,1007.44825250,789798.41310600000,9221533.72967000000,0.00000000000
433,732.54524055,1176.92307692,1794.35576923,0.36713366,9.01923077,0.14634615,1974.36884484,1265.06144597,791816.75063600000,9218689.45309000000,0.00000000000
434,724.46013956,1094.11764706,1721.25735294,0.34932043,8.30882353,0.15566177,1998.78837675,1352.43213339,792971.57239800000,9215362.82888000000,0.00000000000
435,742.23167567,1500.00000000,1824.91935484,0.37896974,9.00000000,0.11000000,1895.78144492,1216.73596388,794911.96917400000,9219216.95278000000,0.00000000000
436,766.10772705,1500.00000000,1814.06060606,0.38306373,9.21212121,0.11000000,1909.97606682,1233.93302409,795809.99278100000,9217676.38878000000,0.00000000000
437,813.65873609,1142.85714286,1741.94642857,0.38648005,9.76785714,0.15017857,1992.52231925,1293.04624721,794943.01476300000,9215248.88197000000,0.00000000000
438,837.34308890,771.91011236,1675.59550562,0.41702741,7.59550562,0.19191012,1963.12202231,1176.61592908,788183.08989000000,9213891.12428000000,0.00000000000
439,854.25943068,966.66666667,1729.39837398,0.42715522,7.29268293,0.17000000,1978.38032842,1152.00192484,788549.15667900000,9215518.65812000000,0.00000000000
440,869.02126412,1500.00000000,1841.26086957,0.45981382,10.13043478,0.11000000,1919.59217901,1019.47382388,786119.22996500000,9218140.39392000000,0.00000000000
441,843.52973351,1500.00000000,1852.69230769,0.45446831,9.65384615,0.11000000,1896.33153827,1011.69307298,785240.75569500000,9218453.70161000000,0.00000000000
442,814.77319336,1500.00000000,1864.73076923,0.44795181,9.07692308,0.11000000,1868.42577186,1002.89096539,784218.12518600000,9218448.13562000000,0.00000000000
443,861.64647360,1500.00000000,1877.00000000,0.48603859,10.11764706,0.11000000,1835.08824966,911.55970674,783036.00791000000,9218660.80539000000,0.00000000000
444,770.59596053,1073.91304348,1890.00000000,0.43521427,10.13043478,0.12521739,1839.02041759,1000.70778490,783641.85481200000,9219909.40428000000,0.00000000000
445,625.97490234,240.00000000,1878.10000000,0.34629130,9.00000000,0.15500000,1869.02502441,1181.42200928,784920.32283500000,9220189.08270000000,0.00000000000
446,693.64553556,1245.45454545,1851.81818182,0.37690464,7.81818182,0.11909091,1894.88272372,1147.33509411,785943.64840000000,9220215.66869000000,0.00000000000
447,612.15795644,100.00000000,1873.91666667,0.34166500,9.95833333,0.16000000,1858.82333883,1179.56083679,785486.56379900000,9221377.35140000000,0.00000000000
448,860.57263862,941.26984127,1681.04761905,0.43670935,7.52380952,0.17285714,1931.85316879,1117.36920941,787657.83898200000,9213065.44137000000,0.00000000000
449,787.89847340,1500.00000000,1816.80392157,0.45926935,8.90196078,0.11000000,1780.96862793,926.71539307,780484.51042900000,9217213.23999000000,0.00000000000
450,786.70652580,1500.00000000,1859.62500000,0.45967538,9.00000000,0.11000000,1786.25186920,923.40162277,781082.00217400000,9218789.97602000000,0.00000000000
451,754.89118208,1500.00000000,1810.69090909,0.45183193,9.20000000,0.11000000,1750.12763894,915.82756570,779251.59084000000,9217950.69398000000,0.00000000000
452,737.52826084,1356.41025641,1842.15384615,0.44755753,9.10256410,0.11512820,1737.09359037,910.81386938,779549.04730000000,9220234.16540000000,0.00000000000
453,729.58161708,1100.00000000,1872.32142857,0.43186225,9.39285714,0.12428571,1772.82142857,959.55050223,781424.06054400000,9220524.57619000000,0.00000000000
454,619.81146240,508.33333333,1888.66666667,0.36259388,9.75000000,0.14541666,1788.86499532,1088.75825755,782430.77450600000,9221045.13805000000,0.00000000000
455,602.59233777,100.00000000,1901.51724138,0.34528528,10.48275862,0.16000000,1820.50378839,1142.78276115,783877.19951700000,9221188.26718000000,0.00000000000
456,682.82400747,1176.92307692,1861.23076923,0.37826923,6.00000000,0.12153846,1867.31846267,1122.04339600,787088.27794700000,9222366.52058000000,0.00000000000
457,735.20429484,1500.00000000,1876.79166667,0.40711083,7.45833333,0.11000000,1861.66499329,1070.06021372,788127.72660000000,9223051.69185000000,0.00000000000
458,626.95638360,100.00000000,1874.61111111,0.35383300,8.77777778,0.16000000,1841.21832954,1144.99944390,786933.81690300000,9223382.30648000000,0.00000000000
459,611.26767607,100.00000000,1928.09302326,0.35359826,10.06976744,0.16000000,1800.08186944,1117.74604833,786532.81810400000,9224445.76062000000,0.00000000000
460,600.83292994,100.00000000,1905.89655172,0.34654883,10.48275862,0.16000000,1809.53861631,1132.85379344,784929.22621400000,9223012.26531000000,0.00000000000
461,605.10551043,100.00000000,1914.53658537,0.35769866,10.02439024,0.16000000,1771.44122761,1087.04938935,783765.01601200000,9223432.47631000000,0.00000000000
462,600.66374969,100.00000000,1886.56250000,0.36344131,9.75000000,0.16000000,1737.56811523,1052.21080780,781753.47295200000,9222836.87906000000,0.00000000000
463,588.79362883,100.00000000,1907.88888889,0.36959626,10.07407407,0.16000000,1668.47036856,1004.00102856,781321.73073400000,9224981.34047000000,0.00000000000
464,611.58611356,100.00000000,1905.61538462,0.38912604,8.88461538,0.16000000,1632.94538762,959.77935087,782014.45971200000,9226706.07047000000,0.00000000000
465,630.46766493,100.00000000,1905.11111111,0.39085011,8.22222222,0.16000000,1688.34665934,983.40955607,782361.69911800000,9225263.53498000000,0.00000000000
466,587.81218778,100.00000000,1906.11538462,0.35394235,10.61538462,0.16000000,1741.87462440,1072.91258357,782715.32297100000,9223671.11195000000,0.00000000000
467,597.32748506,100.00000000,1905.18181818,0.36607833,9.93939394,0.16000000,1705.28847804,1034.99275901,783690.51719300000,9225713.50198000000,0.00000000000
468,606.15289510,100.00000000,1937.00000000,0.36231816,10.00000000,0.16000000,1747.45631917,1067.04769897,785201.43386400000,9225379.62558000000,0.00000000000
469,597.24911851,638.46153846,1819.30769231,0.38353273,9.34615385,0.14076923,1649.28539100,958.47311167,776695.68699400000,9221620.27072000000,0.00000000000
470,733.75241699,1500.00000000,1760.23333333,0.45506402,9.25000000,0.11000000,1699.62516683,879.49409892,776596.21518400000,9218358.89750000000,0.00000000000
471,729.87646782,1500.00000000,1810.95121951,0.45063251,9.09756098,0.11000000,1712.09024569,890.11131919,777930.16822900000,9219282.76149000000,0.00000000000
472,831.55517937,1500.00000000,1847.64705882,0.51660553,10.17647059,0.11000000,1704.85528923,778.62141329,778859.05828300000,9221104.42669000000,0.00000000000
473,774.43480225,1388.00000000,1832.12000000,0.49112564,9.72000000,0.11400000,1672.20840820,802.13696289,777374.00314900000,9221141.06710000000,0.00000000000
474,675.23455390,679.31034483,1856.65517241,0.41864172,9.27586207,0.13931034,1705.23551573,937.71969289,779427.26360300000,9221765.17113000000,0.00000000000
475,548.94237900,100.00000000,1860.41666667,0.34618142,10.16666667,0.16000000,1675.11791484,1036.21945445,779164.53710000000,9222878.71897000000,0.00000000000
476,598.95219574,100.00000000,1892.95000000,0.38170505,8.65000000,0.16000000,1650.16151733,969.66600342,779723.26660200000,9224235.63532000000,0.00000000000
477,577.80576735,100.00000000,1891.61538462,0.36018408,10.61538462,0.16000000,1687.59540264,1026.67284687,780757.70664900000,9223935.26181000000,0.00000000000
478,590.39339905,100.00000000,1868.30000000,0.36262270,10.00000000,0.16000000,1716.33148804,1038.03274841,780721.62731100000,9222631.04571000000,0.00000000000
479,589.35747775,664.78873239,1741.47887324,0.38184465,9.90140845,0.14774648,1625.96408382,954.88701447,774710.55057600000,9221020.52177000000,0.00000000000
480,541.32596286,643.39622642,1805.15094340,0.35729774,9.92452830,0.14037736,1603.05830124,976.98665173,776046.31483900000,9223093.91493000000,0.00000000000
481,471.83956800,100.00000000,1864.60714286,0.30683668,9.28571429,0.16000000,1620.06035505,1064.67585318,778110.78234200000,9223981.43238000000,0.00000000000
482,681.60351726,1375.00000000,1778.69642857,0.45985241,10.00000000,0.11446428,1551.89267622,801.66166033,774440.40335200000,9224286.05460000000,0.00000000000
483,619.90942053,989.18918919,1840.93243243,0.41750151,9.83783784,0.12824324,1553.38729281,869.33670456,776874.50171000000,9225627.92761000000,0.00000000000
484,535.42546040,100.00000000,1908.62162162,0.34678354,9.83783784,0.16000000,1609.38378246,1007.82159094,779956.17301600000,9225872.10350000000,0.00000000000
485,693.51079353,1366.66666667,1844.09523810,0.47245084,9.61904762,0.11476190,1513.70000155,775.64508541,776950.21314400000,9227020.86007000000,0.00000000000
486,756.98778051,1300.00000000,1904.22448980,0.51285702,10.55102041,0.11714286,1506.37489288,720.32368936,778499.75903500000,9228099.54262000000,0.00000000000
487,681.53636097,800.00000000,1922.40476190,0.46673126,10.83333333,0.13500000,1443.43762498,778.47619193,779314.55332400000,9230445.94455000000,0.00000000000
488,734.80919002,907.69230769,1920.50000000,0.48995669,9.92307692,0.13115384,1535.37692026,767.22903912,780018.67529500000,9228232.53281000000,0.00000000000
