,2020_wateryield_new_mean,2020_dem_mean,2020_depth_to_root_mean,2020_eto_mean,2020_fractp_mean,2020_pawc_mean,2020_precipitation_mean
0,1758.581541688516,1828.4899581589957,705.2173913043479,872.4201723264065,0.241515505170097,0.19941304926815712,2118.468988456271
1,781.1053256445048,1627.6362823949955,1500.0,1523.812274368231,0.4905211657002629,0.11000000667893124,1544.2510237510237
2,963.6715144126099,665.5391284322889,1412.6897185995122,1788.4253770289981,0.45501073074578474,0.12061863519805331,1728.4235867782309
3,1849.9546769731146,129.30344603599468,921.1509429977402,1977.2680310038227,0.3356233846675748,0.1364693964629665,2784.5197153054974
4,1184.546385776184,337.8578092123609,842.1235320484088,1891.9251038398327,0.42858639623487227,0.1416479904377708,2050.0109367996415
5,1534.7341254545759,199.28776146818046,1260.4501469557044,1951.7134703005825,0.37195580113245963,0.12396929653814881,2433.988377291015
6,,1960.4855305466237,700.0,,,0.20000000466629636,2544.595655487805
7,1983.0887276785713,934.2058823529412,941.1764705882352,1784.142857142857,0.2728923615955171,0.16588234901428223,2717.0797334558824
8,2081.04248046875,1613.1322463768115,690.8629441624365,1721.7792207792209,0.21695276101430258,0.2004568548573657,2574.162701612903
9,,2391.3485424588084,700.0,,,0.20000002195509217,2513.0720588235295
10,1779.2848684210526,2748.7297297297296,700.0,897.8542713567839,0.26807528044048107,0.2,2431.6750637755104
11,1929.3524477447745,1134.0381679389313,1500.0,1667.4784017278619,0.2806214184650887,0.10999999294391258,2714.099857853589
12,1515.6195380774031,1285.4542020774315,1048.9885664028145,1616.1410736579276,0.3929551561524657,0.17828496632705998,2483.2669156414763
13,2004.498848453236,909.5728905194053,1455.3727728031567,1734.5350865939704,0.26697913949965896,0.11280999078720215,2737.060874050028
14,1520.4321283897102,1151.8168778646536,1118.3792218353706,1651.0084323989788,0.37687325031607194,0.16312841346428752,2425.7156939962906
15,1740.3542641290135,578.5303093291453,861.0017054567359,1863.3854107669295,0.34684398495387186,0.14803990972872352,2659.985317373957
16,1659.101742395645,835.4790488859328,518.8058648267211,1781.6219180259473,0.35947887848181115,0.20422302025957542,2589.1608350485153
17,1730.860673675177,880.2539817190847,537.017778933264,1751.7430160509232,0.34789486983077667,0.20814915167589945,2649.902619033371
18,1517.040806234333,419.0808239741016,167.51359923605546,1963.3841379192743,0.4030838612451614,0.1648019118330406,2540.0763262452465
19,1188.541985622693,299.0422851723569,165.22731688362154,1992.028288323295,0.4637789989921313,0.1582634510242617,2206.5876044297647
20,1224.9946693909753,460.60912834591625,1154.8408605848497,1910.7417739700393,0.4364357905637094,0.1291724900398784,2165.901823735877
21,884.1670386978251,352.33059720244574,1170.4008059577661,1944.609999407384,0.5321118396035399,0.1465497903929538,1875.6291804120656
22,1043.0359933831498,264.19957665557905,687.813016941418,1993.9252752267412,0.4818750200537619,0.1548017702346914,2009.070332553762
23,872.9597273259839,455.73792558297106,696.231559887096,1911.9668530649199,0.5448533694812803,0.17209884433083028,1919.396538318155
24,1146.7117613956107,333.06421981867345,324.5507409491653,1979.2322641155506,0.470731848504033,0.1880688829194804,2155.9063590320766
25,1396.4820330646264,478.3154559281524,487.64858587238695,1926.6544609919388,0.40408565783406203,0.20845606522834403,2339.192239376964
26,1426.1586569637582,985.7372654155496,558.7207630368098,1699.742215924783,0.39386285222578477,0.2070639908679424,2344.228127770722
27,1431.9203571112878,1254.5724259107415,624.4320693008044,1583.0128171130557,0.3181522234169208,0.20377841552583312,2092.855122425528
28,1231.014445451798,1325.2759903568558,829.631553091445,1515.638440271336,0.3675427692467513,0.1846953623938522,1918.3210222889286
29,950.2319071461084,708.7564348866916,968.6426945835229,1780.532392656653,0.46453597205232516,0.1633090755860264,1771.8280989227735
30,1042.157821959046,412.92822765094644,1258.8610936517914,1896.587250653346,0.46204958400873336,0.1188879573422872,1927.8555559231202
31,933.0298911002628,1287.1328927462378,722.1498310176493,1625.6737514081863,0.43715202397437103,0.15210081953506382,1655.4921517085993
32,1083.3056705298013,1705.482211831673,636.787167823797,1435.3946035356146,0.3680818570370706,0.18103614754159683,1715.753631498471
33,844.2511938344672,1445.6328809023132,861.348767185035,1579.776219921168,0.5010538239578147,0.177418723236421,1690.668829647254
34,1007.0493141887242,1215.6229999837892,1002.5215223939936,1671.867394528801,0.45049741865070264,0.16596633171724237,1832.2323042341393
35,802.0991974248618,1537.4481583197505,637.9140151754441,1532.085750605066,0.5077529984300567,0.20236099357658266,1611.0654887624287
36,868.5528401219175,1650.4913835273728,567.7870115502641,1450.213444424453,0.47732302273829313,0.20661066537077402,1644.236322008474
37,1004.1847188520989,1306.9394202605797,846.9198103326795,1633.6685644415575,0.45441709486472803,0.1816062771063832,1826.1029781399955
38,506.5954842501988,1188.4483000842934,849.1520932697404,1703.2816772387093,0.6179494085180319,0.18126359463496125,1299.9163506912823
39,343.92429155234936,949.6665993129925,938.0870757627699,1793.474087997238,0.6998781231413442,0.16065040855449852,1111.9932207262964
40,371.3040481456715,829.9881794810633,1009.010989010989,1838.7089141505066,0.6628267397992644,0.14563712654532968,1084.5443556443556
41,455.46538866739655,918.7393418919511,1086.825308297701,1781.9997522606218,0.6140479107707244,0.14882339660665964,1174.485466556565
42,246.45934857388562,991.7645188157795,1179.4810564208576,1772.0168589491732,0.741846955845994,0.14605839716358662,937.0559914407988
43,550.7972334479362,668.3161977834612,102.93443512877737,1892.0613627681605,0.5982945292237167,0.15990287623838892,1367.3690009449706
44,683.3398666322809,698.2383743649863,592.8342482407987,1867.0409313635191,0.5313113432215488,0.14239878152573868,1453.707106804701
45,537.4665556172497,666.7098142402702,100.0,1893.3676846196558,0.6100988455487693,0.15999997831066073,1374.5713122339441
46,884.7999603783865,799.2973464958342,768.2779456193354,1853.2947682961055,0.48628840020512437,0.1413860909563667,1702.5568487609992
47,1020.3140365504653,711.3253334608213,839.0720418234671,1890.2588277711427,0.43214812853505197,0.13360456377318206,1791.5633774252428
48,1174.086605846106,959.5771220139325,1197.7791001001142,1780.2144982303755,0.4023808466789577,0.1435845273304756,1965.8801731552899
49,1050.025769007545,1014.4921342229006,984.6059199071387,1760.5770400464307,0.45521106899303543,0.15779711758197912,1929.7957515960534
50,1009.1791988211114,793.2058581536943,1176.4261061775312,1847.187807810137,0.43063346326395086,0.12155621314458351,1773.2552061116066
51,983.0001773364072,672.4723006462137,390.39427794526216,1904.3225158124962,0.45921669608419047,0.14962876251052934,1813.8954897440444
52,870.2968982488268,666.2583717544285,100.0,1909.4693830834383,0.48886520911425546,0.15999999105814353,1703.085040631796
53,932.4256771476291,818.2262262262262,917.6748239053082,1826.6825938566553,0.44833465990578025,0.1307973337453934,1689.9715343838502
54,801.113083154496,818.0416700844886,848.1874601241227,1842.5116872571195,0.48672386287289987,0.13432572534824933,1558.7553699514722
55,678.3811750659171,683.2100822611263,218.88463260534303,1913.2355604198797,0.536016456737227,0.16007062284681112,1456.5278344360977
56,974.7882860040568,666.5139449376737,100.0,1905.0742055442868,0.4035049448793526,0.15999998927035794,1636.2795807978364
57,985.6620037195763,666.3988345188105,100.0,1899.0092989407294,0.41475099748827526,0.15999998776039562,1683.2446025713593
58,763.0033775172062,663.6272721129806,100.0,1921.3921743563599,0.5373408822967117,0.16000001369129174,1646.0641091001785
59,773.6973247970733,780.5138737428814,666.1512518577798,1852.9783925917457,0.5002496391619984,0.14453298050402996,1542.3162227049274
