,0,1,2,3,4
0,-0.8614479919648996,4.472771269071384,0.15186534628531265,-5.456158433916901,-3.456887362895901
1,-0.9776351846360587,3.5942394081137925,0.1877035767680903,-5.280008432050582,-1.7282994881953733
2,-1.039416404575116,3.853650764608582,0.28415997984320507,-4.963508997518485,-1.0772189458317944
3,-0.6455567145977077,1.936963318551491,0.2837876905464979,-2.6411544262054543,0.039644667740134296
4,-0.8884293855288917,2.74124410504567,0.2604934538686218,-4.754288553467118,-0.6981011675882427
5,-0.8319996599478359,2.3379367303568728,0.24799952920369078,-4.647785467226334,-0.5850449070432158
6,-0.6124679978529178,1.2940861278656186,0.27236196575810356,-2.7996444958610653,-0.04826281542631782
7,-0.4599338370514712,0.776141703139943,0.21798561442103925,-1.4518446852945512,0.2398976146096215
8,-0.22501881699012388,0.3565768151628521,-0.14640664673219092,-0.7172571924801537,0.42369663765869836
9,-0.16709749253120698,0.2680595864301798,-0.1810153219564848,-0.67476149233926,0.43410410915320474
10,-0.16040782135460194,0.17701185841210715,-0.24825341537071555,-0.6554990671213787,0.4459789730402765
11,-0.2081166156844875,0.1107399062458222,-0.27624065747645576,-0.6517319113849935,0.43148867006290703
12,-0.12925569766205433,0.03529862664532346,-0.2940032532905438,-0.5627521915603477,0.4303618773727941
13,-0.1195614727509148,0.09451585908393557,-0.27952854114426906,-0.6028571751503116,0.43733407897731613
14,-0.0825950588795096,0.13300294072501123,-0.26637500289240645,-0.6148427208173683,0.44313180471479996
15,-0.021739306824678492,0.10881507585925382,-0.2861206395763814,-0.5736552153167771,0.4404671957041203
16,-0.04955740420161784,0.10006678615220663,-0.2884414579834008,-0.5757031023882719,0.43813285512615274
17,-0.05269439925638465,0.06789017643608568,-0.30327334189509947,-0.5458814829495184,0.4344404168690828
18,-0.0074511205005651435,0.06221076964119313,-0.3293275532849396,-0.4860473171091632,0.43128404643558194
19,-0.008347509541534726,0.08584086455710066,-0.3098934149254016,-0.5262601321540153,0.43503869943986945
20,-0.5857151294806507,2.771533906498346,0.06087251763961679,-2.497237333795585,0.23373508073717622
21,-0.5005330184561039,2.156498369160921,-0.19202410942909393,-2.3065739870493047,0.28909439257425584
22,-0.5352387515018835,3.1679283115101624,-0.06311048484553415,-3.3685753231371383,0.008059585185419979
23,-0.6233123256999207,3.6936101335184497,0.28904960192545015,-4.004283432405773,-0.3904386628240327
24,-0.4862804993734817,1.2903534779678498,-0.3910656145469632,-1.8967659701429356,0.2837329414217114
25,-0.3231612502448778,0.20671997026640512,-0.2902993162042089,-0.7532641275512549,0.4029499798580759
26,-0.4030490903498346,0.7579400258458752,-0.26869777280829066,-1.1670114097560176,0.395215933878584
27,-0.2890302276407928,0.23686843657306866,-0.26431149209055393,-0.7642335301330967,0.42883873710119325
28,-0.4096082973478168,1.1043813060596928,-0.12064083062150288,-1.1740271757270417,0.4008459610229583
29,-0.28331760875240763,0.40890080980545834,-0.17888130487622575,-0.7805603224705644,0.43439529092609713
30,-0.34302837771306605,0.5489695774791995,0.09425589720193464,-0.9017031037556735,0.3483623154095812
31,-0.21889926780362948,0.338316755002676,-0.06977976702561636,-0.7249172894368019,0.41251666226405653
32,-0.05563652030935835,0.16138132670145036,-0.25060049803241485,-0.6222081264113708,0.4483769348089416
33,-0.06624106988000095,0.16085791311144615,-0.2508370427961853,-0.6245432617221535,0.4483384270134309
34,-0.03426160184648759,0.1336007262350609,-0.2665183512778848,-0.6039722398122419,0.4459830926504518
35,-0.009457664540281685,0.11937059400284716,-0.27761172268925427,-0.5863196297135613,0.4443186497895017
36,-0.002581045152060356,0.12180677576217472,-0.2748166429080685,-0.591170331722904,0.445785064456513
37,0.007719072275559,0.11132414972343505,-0.28479480078160996,-0.5749114622071668,0.44335509653544236
38,-0.0042611723285072125,0.10734204482166719,-0.2887812441235629,-0.5667200418460312,0.4410909806517676
39,4.928285992872132,5.167403123507641,6.1889273147387,-9.105956595111651,-3.7170079801441025
40,4.8504478634232635,5.153073757818457,6.1613904441248835,-9.090002578257085,-3.7218996367404316
41,5.819813891468307,5.286335198669683,6.606614281540039,-9.333495402512547,-3.7521403377470035
42,2.8723976861790526,4.207784994527734,4.408546316713471,-8.49049964760787,-3.693982796951156
43,2.4473796925406415,4.040766071795652,3.8832380260953037,-8.272033015849665,-3.7729188904216313
44,2.412454038771725,3.8869637642132044,3.66415713907574,-8.242098440417402,-3.7230143859214317
45,1.6828185685871568,4.119640573075771,2.749286153456419,-7.575481562753812,-3.899849572659058
46,1.8901152647685704,4.142224623656517,3.2229235554948374,-7.759114228124892,-3.9122881317874705
47,1.7537124290922645,4.193158747772738,3.021716287863324,-7.585359242708124,-3.981879514281487
48,2.6446765241465706,4.431188143103843,4.5765325848545855,-8.35538910644849,-3.8872597859209232
49,2.5757281310030895,4.728777380494371,4.814401728804449,-8.108782833637264,-4.045889846392438
50,3.9128561890450615,4.929159848981842,5.946007080858213,-8.826438336399889,-3.869089940073002
51,3.2009031578272578,4.5704074798230305,5.124492147186366,-8.636629763709431,-3.7947270642978195
52,3.2176512779452566,4.5473262327541395,4.991974801907984,-8.625741284481336,-3.7342639765901593
53,4.27902266936872,5.009954242860479,5.936845506902349,-8.955324275073718,-3.7658797941210387
54,4.85543991019817,5.149609974306253,6.21509908665037,-9.089960689687093,-3.7462752675365603
55,5.331972447434765,5.230770088826862,6.484023189049312,-9.208078081409996,-3.773095234515454
56,5.830794380815082,5.291004283514501,6.717117593194931,-9.341713871240955,-3.8012265324835854
57,7.305769002037227,5.4555281553214625,7.171379374926817,-9.981093555385554,-3.8034092640269663
58,1.5110056323596797,4.185921825311408,2.377802915491077,-7.38278504914294,-3.957861694774924
59,1.2280358725990446,4.260188115192694,1.154882406999742,-7.099167003456098,-4.0080459703758615
60,1.2995054380483015,4.255780689002793,1.477725037192731,-7.078539687877291,-4.078730696229087
61,1.418604097500166,4.244542389105099,2.015182142568176,-7.1937367363759925,-4.058808218780033
62,1.3937893645915713,4.246475815196941,1.7878097618588726,-7.099617757740874,-4.120517189024289
63,1.763034055156477,4.246967747998243,3.083812221629798,-7.5567441808797255,-4.01882103616155
64,2.0717319508568215,4.371435635844104,3.7621449217666347,-7.836079818755337,-3.9917539376593556
65,1.6363150755644056,4.3729224585885405,2.6169632916935908,-7.265132008871813,-4.1442535942889425
66,1.7377518436756123,4.559218795000205,2.503882511700793,-7.17279824353345,-4.234994876684136
67,1.3588331079483649,4.274784873321933,1.4845077387588717,-6.975077609905642,-4.198460634701927
68,1.2843198187137914,4.260685167705575,1.3283487549639408,-6.977824545822552,-4.1449493037785174
69,1.2220600687148744,4.281756015356939,1.1384950633370279,-6.983278933178575,-4.105368851773363
70,1.1255541745718864,4.391095418392327,0.9290297020386432,-6.909275185327133,-4.089887537599738
71,1.1902027934214237,4.331746366464619,1.0200037891854443,-6.866551166742834,-4.165792513576067
72,1.2385194377608206,4.322871570967163,1.056416055104124,-6.861789111904803,-4.2052756116599
73,1.284480379298743,4.432542457705076,0.9971443745919255,-6.827139450808887,-4.258947258888866
74,1.827952593021523,4.759572044993739,1.9891365951035702,-7.1444789783292215,-4.321179252763292
75,1.5062165809517571,4.813063546993856,1.0053717637890278,-6.930867387426512,-4.309913811032583
76,1.0614313647963245,4.423516176038477,0.6475321182082892,-6.956689336715599,-3.992003881079254
77,1.104992216857054,4.392193077106791,0.8111022814896669,-6.959776542763251,-4.030766763171275
78,0.9942252136536718,4.531980022245652,0.730759592417791,-6.908331424460873,-3.9727434639094623
79,0.9010631574381545,4.47427255290653,0.4105915838546734,-6.849446649142449,-3.95801246607033
80,0.6009245668112654,4.2974859126382166,0.2412440427990078,-6.555165690873303,-3.994877298505894
81,0.38539490229725865,4.193541733464838,0.19090811247891248,-6.275399817923911,-4.018050932129473
82,0.4146018849982922,4.198653700951267,0.20366574806499488,-6.315411889177125,-4.02307237242727
83,0.7656880116052873,4.430279115553782,0.31310602919704755,-6.729650910343546,-3.9770135463193954
84,0.9678905147837937,4.583169862614925,0.843016479830045,-6.8652929375954646,-3.9915140522360955
85,0.8536119463226703,4.527458941891833,0.6086079999939915,-6.805664052658306,-3.9813846872168464
86,0.7508553020232147,4.4802590431059155,0.45433506774737953,-6.722819798696718,-3.9963707782010447
87,1.0727533087765835,4.3150433442731995,0.48526995486365865,-7.00118266156343,-3.960340248968781
88,1.0128331555250185,4.39839558050079,0.4404548557217034,-6.942324598733301,-3.9601829046148813
89,0.8969262702630177,4.3417710412371395,0.29516795235171706,-6.8574446638296065,-3.9526010355959027
90,0.8901612634942033,4.418442995347957,0.3272811715635514,-6.84206037662333,-3.9549610309448577
91,0.7919330225609859,4.383543345483891,0.27910739254979355,-6.7534934899105235,-3.9643463433992117
92,0.7618657452573414,4.304627883188297,0.2513069797041686,-6.728197309751993,-3.9616683684588274
93,0.5338181569001705,4.222679576358778,0.2097976673357085,-6.472364748379446,-3.9934603437804186
94,0.6452960731266988,4.302043634693021,0.2417574073531092,-6.605741697700152,-3.984200014667505
95,1.0360334372940643,4.628737426770351,0.9246870789397935,-6.853105094612593,-4.039517961301401
96,1.1077471782588613,4.616763395657209,0.9696303653275671,-6.823154827544807,-4.101954980958938
97,1.2163923039434024,4.54756744499222,0.9814192533564596,-6.794773297425269,-4.189695846392828
98,1.2726669320635242,4.74526010885447,0.9766369795879701,-6.7603193056103805,-4.2043408915611185
99,1.112477723465759,4.908830796543841,0.9703105063598149,-6.698974475444639,-4.10925305878346
100,0.9988199870263235,4.81192499966145,0.9501738862752439,-6.714636271146476,-4.077083611826592
101,0.8893816587211665,4.662666362367315,0.896203958107693,-6.738920419879186,-4.035076210070924
102,1.061512082210548,4.954265506891854,0.9587026259424268,-6.630040814671651,-4.09247823189617
103,1.1170769103234273,4.996829414592997,0.9614045978625319,-6.575730951624502,-4.098976225257138
104,0.7644620073869461,4.537608845614992,0.7391914257356613,-6.702970921399334,-4.02187075819168
105,1.276218341761966,4.962480527039023,0.9745979848195749,-6.690050547228662,-4.16800930110111
106,1.4090849124536233,4.983915543286755,0.9716162473333303,-6.693845601228874,-4.2198085617850065
107,1.4698123964892282,5.064400328977599,0.9758022912384,-6.576030670718465,-4.194122498920991
108,1.679370458687015,5.086427434688545,0.9867334377557677,-6.4257187158357665,-4.184301943340878
109,1.4424920662679444,5.028268195130314,0.981631498704093,-6.38216595379461,-4.132934476678372
110,1.3186307840805407,4.989609910921315,0.9691524070679532,-6.279359977688504,-4.085052425942604
